Gender;Weight;Height;identifier;entry_dt
1;66,02473378;166,9610205;A455;20/1/2017
1;69,31816913;186,7379955;A456;20/1/2017
1;69,07774056;188,5061787;A457;20/1/2017
1;73,56227037;208,3614918;A458;20/1/2017
1;66,08768889;161,4958143;A459;20/1/2017
1;73,52598433;214,9664592;A460;20/1/2017
1;69,67906022;205,1334355;A461;20/1/2017
1;66,67678112;183,1973068;A462;20/1/2017
1;72,96166547;208,8950443;A463;20/1/2017
1;68,24687214;207,9255765;A464;20/1/2017
1;71,95662589;210,6638278;A465;20/1/2017
1;71,05863335;204,2728377;A466;20/1/2017
1;66,97694995;195,1987301;A467;20/1/2017
1;68,47800208;190,6860225;A468;20/1/2017
1;71,28444139;199,6353266;A469;20/1/2017
1;64,98045629;166,8215473;A470;20/1/2017
1;66,76188387;178,797509;A471;20/1/2017
1;68,76616172;185,7721575;A472;20/1/2017
1;68,99254357;193,7549909;A473;20/1/2017
1;71,2951946;228,8005161;A474;20/1/2017
1;69,0494784;192,3497017;A475;20/1/2017
1;66,54148202;175,9834911;A476;20/1/2017
1;68,51552345;176,1412392;A477;20/1/2017
1;67,45971531;177,4825249;A478;20/1/2017
1;71,35738241;201,7607769;A479;20/1/2017
1;68,59040604;176,8430799;A480;20/1/2017
1;69,73608671;185,5242604;A481;20/1/2017
1;69,83385707;188,041029;A482;20/1/2017
1;72,41058576;189,3844383;A483;20/1/2017
1;65,43459687;166,096744;A484;20/1/2017
1;66,26765677;170,2501787;A485;20/1/2017
1;69,97430087;212,804259;A486;20/1/2017
1;71,20919422;196,1455062;A487;20/1/2017
1;69,93740019;202,2790697;A488;20/1/2017
1;71,38602219;201,3320069;A489;20/1/2017
1;64,58878167;158,4540944;A490;20/1/2017
1;68,79298442;174,4894863;A491;20/1/2017
1;68,44574673;183,7833827;A492;20/1/2017
1;69,20157812;188,1035061;A493;20/1/2017
1;69,42601731;176,1934298;A494;20/1/2017
1;69,6062252;194,2007119;A495;20/1/2017
1;72,88170697;194,1995089;A496;20/1/2017
1;62,17833122;145,8988424;A497;20/1/2017
1;68,87470662;191,8337092;A498;20/1/2017
1;71,08008356;209,8535536;A499;20/1/2017
1;72,18253412;201,2614644;A500;20/1/2017
1;72,06275498;208,7818534;A501;20/1/2017
1;67,38005789;182,6734054;A502;20/1/2017
1;67,93463453;166,4350688;A503;20/1/2017
1;70,80193026;193,3935426;A504;20/1/2017
1;65,54912127;178,4481797;A505;20/1/2017
1;70,19122448;205,9417907;A506;20/1/2017
1;71,77899537;199,2098424;A507;20/1/2017
1;68,13028842;192,0295666;A508;20/1/2017
1;68,35948256;175,2608644;A509;20/1/2017
1;66,09035701;170,0064451;A510;20/1/2017
1;71,58012314;205,3475962;A511;20/1/2017
1;73,53666772;196,0432951;A512;20/1/2017
1;71,11553184;208,1452566;A513;20/1/2017
1;70,79430255;202,8907578;A514;20/1/2017
1;71,72906048;188,595024;A515;20/1/2017
1;63,19653037;162,4297274;A516;20/1/2017
1;68,10111341;182,8523991;A517;20/1/2017
1;65,85609973;157,3174614;A518;20/1/2017
1;68,3464565;178,6759921;A519;20/1/2017
1;69,56022893;187,2174859;A520;20/1/2017
1;68,72830407;171,6209666;A521;20/1/2017
1;70,15827765;200,5341783;A522;20/1/2017
1;68,92333665;193,9273604;A523;20/1/2017
1;64,3001742;155,489729;A524;20/1/2017
1;70,45563306;192,527905;A525;20/1/2017
1;68,62406319;159,8624674;A526;20/1/2017
1;69,66475174;176,2592744;A527;20/1/2017
1;69,05888454;171,7089263;A528;20/1/2017
1;67,22698623;181,7096189;A529;20/1/2017
1;66,11579969;171,3866592;A530;20/1/2017
1;68,61738735;179,1320246;A531;20/1/2017
1;69,24901281;187,4693714;A532;20/1/2017
1;69,64190618;182,0045223;A533;20/1/2017
1;72,79702836;214,4740355;A534;20/1/2017
1;75,04399507;208,526427;A535;20/1/2017
1;70,97268413;190,2219929;A536;20/1/2017
1;74,38801243;217,1437905;A537;20/1/2017
1;64,36216387;156,0738985;A538;20/1/2017
1;71,32700107;206,3851911;A539;20/1/2017
1;67,17202444;178,1527814;A540;20/1/2017
1;74,40167189;228,8383958;A541;20/1/2017
1;63,86792096;174,4733629;A542;20/1/2017
1;68,88599177;164,2149026;A543;20/1/2017
1;72,13199022;212,1572757;A544;20/1/2017
1;68,40372617;206,0149398;A545;20/1/2017
1;65,09265639;167,433533;A546;20/1/2017
1;69,22967912;195,2186397;A547;20/1/2017
1;71,94778826;209,1754891;A548;20/1/2017
1;67,46299066;182,3012856;A549;20/1/2017
1;69,31290864;190,1851469;A550;20/1/2017
1;63,73104817;160,3449039;A551;20/1/2017
1;60,6798174;129,3010238;A552;20/1/2017
1;70,66332308;195,6263191;A553;20/1/2017
1;67,59403113;186,7514169;A554;20/1/2017
1;74,64950788;227,5006451;A555;20/1/2017
1;70,46707885;197,187532;A556;20/1/2017
1;71,94401052;209,5562827;A557;20/1/2017
1;74,02575081;209,7592721;A558;20/1/2017
1;70,78222816;220,4367864;A559;20/1/2017
1;64,72725696;169,207937;A560;20/1/2017
1;68,38302408;185,8456168;A561;20/1/2017
1;71,4692208;192,6914931;A562;20/1/2017
1;66,94445374;177,0260878;A563;20/1/2017
1;70,796979;199,9473831;A564;20/1/2017
1;65,29243478;168,7102903;A565;20/1/2017
1;61,75400983;123,528143;A566;20/1/2017
1;62,48067131;160,2422382;A567;20/1/2017
1;67,80567987;197,082611;A568;20/1/2017
1;69,52599428;161,9709376;A569;20/1/2017
1;72,50075663;201,6550559;A570;20/1/2017
1;70,48529474;194,7861983;A571;20/1/2017
1;66,68973599;162,5654067;A572;20/1/2017
1;71,29191758;175,8109677;A573;20/1/2017
1;71,7967672;209,3793102;A574;20/1/2017
1;73,05634425;204,4603316;A575;20/1/2017
1;68,85335437;210,8690842;A576;20/1/2017
1;66,04544386;169,3262842;A577;20/1/2017
1;73,98590142;223,326105;A578;20/1/2017
1;69,25161788;192,9468911;A579;20/1/2017
1;69,34065722;172,9048014;A580;20/1/2017
1;70,97626497;191,5721536;A581;20/1/2017
1;63,56127763;157,1195445;A582;20/1/2017
1;69,77015095;182,7954943;A583;20/1/2017
1;65,18847756;151,8869422;A584;20/1/2017
